"Fnc" "Time"
"678" "fnc_assign(y100)" 80014
"679" "fnc_assign(y30000)" 23048007
"680" "fnc_assign(y1000)" 759890
"681" "fnc_assign(y20000)" 14888422
"682" "fnc_assign(y100)" 83837
"683" "fnc_assign(y100)" 74970
"684" "fnc_assign(y5000)" 3375246
"685" "fnc_assign(y30000)" 22383272
"686" "fnc_assign(y10000)" 8037636
"687" "fnc_assign(y100)" 88893
"688" "fnc_assign(y100)" 82170
"689" "fnc_assign(y1000)" 727071
"690" "fnc_assign(y5000)" 3410313
"691" "fnc_assign(y40000)" 30165804
"692" "fnc_assign(y20000)" 14969521
"693" "fnc_assign(y50000)" 37073941
"694" "fnc_assign(y40000)" 30368291
"695" "fnc_assign(y5000)" 3455925
"696" "fnc_assign(y5000)" 3517629
"697" "fnc_assign(y10000)" 7457895
"698" "fnc_assign(y5000)" 4306315
"699" "fnc_assign(y5000)" 3435793
"700" "fnc_assign(y100)" 82607
"701" "fnc_assign(y5000)" 3647710
"702" "fnc_assign(y20000)" 15156541
"703" "fnc_assign(y20000)" 15109495
"704" "fnc_assign(y1000)" 736903
"705" "fnc_assign(y100)" 83140
"706" "fnc_assign(y20000)" 15067700
"707" "fnc_assign(y20000)" 15358026
"708" "fnc_assign(y40000)" 29495462
"709" "fnc_assign(y40000)" 29951263
"710" "fnc_assign(y30000)" 22948394
"711" "fnc_assign(y30000)" 22163333
"712" "fnc_assign(y40000)" 31488912
"713" "fnc_assign(y30000)" 21993000
"714" "fnc_assign(y20000)" 15733117
"715" "fnc_assign(y30000)" 22537863
"716" "fnc_assign(y30000)" 23076442
"717" "fnc_assign(y10000)" 7202750
"718" "fnc_assign(y20000)" 14932634
"719" "fnc_assign(y100)" 85557
"720" "fnc_assign(y50000)" 37473092
"721" "fnc_assign(y30000)" 23546030
"722" "fnc_assign(y1000)" 732463
"723" "fnc_assign(y1000)" 707276
"724" "fnc_assign(y5000)" 3948722
"725" "fnc_assign(y20000)" 15435519
"726" "fnc_assign(y30000)" 22133755
"727" "fnc_assign(y5000)" 3738106
"728" "fnc_assign(y40000)" 30091848
"729" "fnc_assign(y100)" 93644
"730" "fnc_assign(y50000)" 37608187
"731" "fnc_assign(y20000)" 15134815
"732" "fnc_assign(y30000)" 23072810
"733" "fnc_assign(y1000)" 714505
"734" "fnc_assign(y40000)" 29532265
"735" "fnc_assign(y50000)" 38030705
"736" "fnc_assign(y1000)" 743461
"737" "fnc_assign(y1000)" 706056
"738" "fnc_assign(y20000)" 15058321
"739" "fnc_assign(y100)" 86150
"740" "fnc_assign(y50000)" 36953505
"741" "fnc_assign(y5000)" 3564542
"742" "fnc_assign(y30000)" 22166001
"743" "fnc_assign(y100)" 89662
"744" "fnc_assign(y1000)" 736000
"745" "fnc_assign(y20000)" 15209847
"746" "fnc_assign(y100)" 96755
"747" "fnc_assign(y10000)" 7894322
"748" "fnc_assign(y100)" 90140
"749" "fnc_assign(y40000)" 30048670
"750" "fnc_assign(y100)" 87812
"751" "fnc_assign(y50000)" 37654183
"752" "fnc_assign(y1000)" 1295859
"753" "fnc_assign(y30000)" 22441149
"754" "fnc_assign(y20000)" 15078982
"755" "fnc_assign(y1000)" 762048
"756" "fnc_assign(y40000)" 29797124
"757" "fnc_assign(y10000)" 7365036
"758" "fnc_assign(y30000)" 22921506
"759" "fnc_assign(y10000)" 7064903
"760" "fnc_assign(y1000)" 742135
"761" "fnc_assign(y50000)" 37218608
"762" "fnc_assign(y10000)" 9072305
"763" "fnc_assign(y50000)" 38452945
"764" "fnc_assign(y10000)" 7397235
"765" "fnc_assign(y1000)" 1471229
"766" "fnc_assign(y50000)" 36895849
"767" "fnc_assign(y40000)" 30065675
"768" "fnc_assign(y5000)" 3425727
"769" "fnc_assign(y10000)" 7240439
"770" "fnc_assign(y20000)" 14971994
"771" "fnc_assign(y50000)" 37335903
"772" "fnc_assign(y50000)" 37911422
"773" "fnc_assign(y10000)" 7038675
"774" "fnc_assign(y100)" 89910
"775" "fnc_assign(y50000)" 37113950
"776" "fnc_assign(y5000)" 3636904
"777" "fnc_assign(y50000)" 38049319
"778" "fnc_assign(y40000)" 29243500
"779" "fnc_assign(y20000)" 15012415
"780" "fnc_assign(y40000)" 60987384
"781" "fnc_assign(y50000)" 36128151
"782" "fnc_assign(y40000)" 29263038
"783" "fnc_assign(y30000)" 21866600
"784" "fnc_assign(y1000)" 761895
"785" "fnc_assign(y5000)" 4364904
"786" "fnc_assign(y50000)" 36136366
"787" "fnc_assign(y40000)" 29080061
"788" "fnc_assign(y5000)" 3528612
"789" "fnc_assign(y1000)" 686998
"790" "fnc_assign(y20000)" 14895864
"791" "fnc_assign(y10000)" 6869144
"792" "fnc_assign(y30000)" 22491925
"793" "fnc_assign(y20000)" 15284754
"794" "fnc_assign(y40000)" 28570475
"795" "fnc_assign(y50000)" 37182848
"796" "fnc_assign(y30000)" 21877424
"797" "fnc_assign(y100)" 92959
"798" "fnc_assign(y20000)" 16139714
"799" "fnc_assign(y50000)" 36778818
"800" "fnc_assign(y40000)" 33054413
